成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ000172,杭州,建德市,金地小区82号,2室1厅,157.9,187.27,2020.0,东南,低楼层,简装,住宅,40,163.99,168.72,10386.0,10,0.0,89.0
HZ000173,杭州,桐庐县,万科小区19号,2室1厅,56.13,69.21,2012.0,南,低楼层,毛坯,公寓,70,64.21,67.48,11440.0,35,,
HZ000174,杭州,建德市,金地小区37号,2室2厅,,101.88,1998.0,北,顶楼,精装,洋房,70,91.44,96.96,10219.0,28,4.0,71.0
HZ000175,杭州,滨江区,金地小区43号,2室2厅,47.87,59.46,2017.0,西,低楼层,精装,洋房,40,221.43,233.25,46257.0,20,2.0,40.0
HZ000176,杭州,建德市,绿城小区54号,3室2厅,166.08,188.09,2011.0,北,中楼层,简装,公寓,70,160.44,169.76,9660.0,10,3.0,98.0
HZ000177,杭州,临平区,万科小区41号,3室2厅,83.08,103.17,1994.0,北,低楼层,简装,别墅,70,185.48,189.64,22325.0,9,6.0,143.0
HZ000178,杭州,桐庐县,保利小区46号,3室2厅,101.41,124.87,2003.0,西南,高楼层,精装,公寓,40,113.84,,11226.0,12,2.0,83.0
HZ000179,杭州,西湖区,绿城小区66号,2室1厅,83.17,94.01,1996.0,东南,顶楼,精装,洋房,70,424.1,457.7,50992.0,13,0.0,118.0
HZ000180,杭州,余杭区,金地小区48号,1室1厅,80.98,97.06,2024.0,南,低楼层,精装,住宅,70,225.27,228.95,27818.0,16,1.0,94.0
HZ000181,杭州,淳安县,金地小区93号,1室1厅,150.07,173.39,2004.0,南,顶楼,简装,公寓,70,164.12,166.74,10936.0,29,2.0,101.0
HZ000182,杭州,拱墅区,金地小区11号,3室2厅,150.12,174.17,2008.0,西,中楼层,毛坯,洋房,70,726.36,738.68,48385.0,9,1.0,103.0
HZ000183,杭州,临安区,金地小区48号,2室1厅,113.81,125.87,1992.0,东南,中楼层,精装,洋房,70,161.86,173.02,14222.0,36,1.0,109.0
HZ000184,杭州,建德市,万科小区27号,3室2厅,135.9,166.38,2007.0,西,低楼层,毛坯,洋房,40,139.44,149.77,10260.0,9,1.0,124.0
HZ000185,杭州,富阳区,保利小区24号,4室2厅,112.84,128.52,2002.0,东南,中楼层,,住宅,40,200.61,204.42,17778.0,29,4.0,146.0
HZ000186,杭州,萧山区,万科小区80号,2室2厅,36.52,44.38,2002.0,北,高楼层,毛坯,别墅,40,116.01,122.95,31766.0,0,2.0,44.0
HZ000187,杭州,余杭区,绿城小区44号,2室1厅,42.43,50.42,2018.0,西南,顶楼,,别墅,70,105.93,108.89,24966.0,39,0.0,28.0
HZ000188,杭州,淳安县,保利小区87号,1室1厅,92.63,115.38,1992.0,南,低楼层,豪装,别墅,70,100.5,102.47,10850.0,3,2.0,143.0
HZ000189,杭州,淳安县,绿城小区53号,4室2厅,150.46,170.04,2015.0,南北通透,高楼层,豪装,别墅,40,169.92,181.59,11293.0,5,3.0,89.0
HZ000190,杭州,淳安县,绿城小区97号,2室2厅,176.29,202.39,2024.0,南北通透,高楼层,毛坯,洋房,40,191.99,198.45,10891.0,18,2.0,62.0
HZ000191,杭州,淳安县,保利小区74号,2室2厅,36.69,41.28,1993.0,西,顶楼,简装,公寓,70,38.06,40.96,10373.0,26,5.0,63.0
HZ000192,杭州,滨江区,华润小区42号,2室2厅,90.15,110.42,2013.0,西南,高楼层,精装,公寓,70,416.67,,46220.0,10,1.0,14.0
HZ000193,杭州,桐庐县,万科小区21号,2室1厅,67.36,77.43,1998.0,南,低楼层,豪装,洋房,70,80.41,82.59,11937.0,29,,19.0
HZ000194,杭州,临安区,华润小区45号,2室1厅,160.8,181.59,2002.0,北,中楼层,豪装,洋房,70,230.37,245.33,14326.0,28,4.0,150.0
HZ000195,杭州,临平区,万科小区10号,2室1厅,165.66,196.94,2016.0,东,顶楼,精装,洋房,70,354.87,380.9,21422.0,11,1.0,153.0
HZ000196,杭州,淳安县,保利小区26号,1室1厅,,74.73,1991.0,北,顶楼,精装,洋房,40,79.77,84.85,12346.0,6,3.0,21.0
HZ000197,杭州,富阳区,保利小区30号,1室1厅,144.31,176.32,2009.0,东,顶楼,简装,公寓,70,256.6,261.4,17781.0,3,5.0,79.0
HZ000198,杭州,临平区,华润小区80号,1室1厅,147.62,179.29,2004.0,东南,高楼层,豪装,公寓,40,329.48,339.5,22319.0,5,5.0,
HZ000199,杭州,上城区,华润小区81号,4室2厅,59.98,67.06,2001.0,南,高楼层,毛坯,洋房,70,333.48,338.66,55599.0,25,3.0,54.0
HZ000200,杭州,上城区,万科小区24号,4室2厅,100.52,123.48,1991.0,南,中楼层,豪装,公寓,70,565.17,589.53,56225.0,33,7.0,53.0
HZ000201,杭州,富阳区,万科小区98号,5室2厅,130.01,162.17,2005.0,南,低楼层,简装,公寓,40,231.18,233.9,17782.0,18,3.0,55.0
HZ000202,杭州,桐庐县,绿城小区79号,3室2厅,36.12,43.8,2017.0,东,低楼层,毛坯,别墅,70,42.37,45.66,11730.0,19,2.0,161.0
HZ000203,杭州,富阳区,万科小区57号,5室2厅,95.93,117.38,2012.0,东南,高楼层,豪装,住宅,40,175.29,,18273.0,39,2.0,
HZ000204,杭州,滨江区,金地小区80号,3室2厅,56.48,69.9,1996.0,南北通透,高楼层,豪装,住宅,70,246.51,262.85,43646.0,24,3.0,26.0
HZ000205,杭州,建德市,绿城小区65号,2室2厅,117.62,143.25,2004.0,西南,高楼层,豪装,住宅,70,119.24,126.53,10138.0,19,2.0,30.0
HZ000206,杭州,富阳区,绿城小区15号,2室2厅,165.18,196.19,,北,中楼层,豪装,洋房,70,298.36,302.76,18063.0,2,4.0,152.0
HZ000207,杭州,西湖区,保利小区56号,2室1厅,114.91,127.58,1992.0,西南,低楼层,毛坯,住宅,70,588.17,619.38,51185.0,15,0.0,
HZ000208,杭州,临平区,万科小区55号,2室2厅,37.69,44.2,2014.0,西南,顶楼,豪装,公寓,40,98.91,103.0,26243.0,20,1.0,
HZ000209,杭州,余杭区,绿城小区97号,2室2厅,36.69,44.67,2024.0,南,低楼层,简装,洋房,40,100.47,103.52,27383.0,28,2.0,76.0
HZ000210,杭州,钱塘区,绿城小区95号,4室2厅,127.67,145.34,1999.0,西,中楼层,精装,洋房,40,248.93,254.8,19498.0,21,5.0,
HZ000211,杭州,桐庐县,万科小区55号,1室1厅,83.82,100.42,2002.0,西南,低楼层,精装,住宅,70,109.4,114.63,13052.0,20,6.0,78.0
HZ000212,杭州,富阳区,金地小区62号,2室2厅,122.48,140.52,2013.0,北,顶楼,精装,别墅,70,212.89,227.5,17382.0,10,7.0,166.0
HZ000213,杭州,萧山区,金地小区29号,3室2厅,57.85,71.12,1994.0,东,顶楼,简装,别墅,70,181.37,186.96,31352.0,29,4.0,13.0
HZ000214,杭州,上城区,绿城小区30号,3室2厅,154.74,178.65,2006.0,东,低楼层,简装,别墅,40,867.39,931.04,56055.0,23,7.0,79.0
HZ000215,杭州,西湖区,绿城小区62号,2室2厅,167.99,185.93,2014.0,西,顶楼,精装,别墅,40,869.94,888.23,51785.0,13,6.0,116.0
HZ000216,杭州,临安区,万科小区32号,2室1厅,172.5,204.82,2002.0,西南,低楼层,毛坯,别墅,70,261.89,266.12,15182.0,36,6.0,106.0
HZ000217,杭州,淳安县,保利小区62号,3室2厅,80.04,88.59,2002.0,南北通透,中楼层,豪装,别墅,40,91.29,97.12,11406.0,22,2.0,33.0
HZ000218,杭州,钱塘区,绿城小区44号,2室2厅,,154.45,2001.0,东南,中楼层,精装,公寓,70,268.09,289.03,19655.0,11,6.0,45.0
HZ000219,杭州,桐庐县,绿城小区99号,3室2厅,76.09,89.42,2018.0,南,中楼层,简装,公寓,40,100.11,107.53,13157.0,6,3.0,15.0
HZ000220,杭州,余杭区,万科小区58号,2室2厅,152.52,185.92,2001.0,西,高楼层,简装,洋房,40,425.19,448.8,27878.0,10,6.0,71.0
HZ000221,杭州,钱塘区,万科小区70号,4室2厅,51.04,58.59,2014.0,北,中楼层,豪装,住宅,70,103.28,104.72,20235.0,16,1.0,35.0
HZ000222,杭州,富阳区,绿城小区35号,3室2厅,152.52,174.39,2018.0,东南,顶楼,豪装,洋房,40,272.19,293.6,17846.0,18,,91.0
HZ000223,杭州,滨江区,华润小区54号,2室2厅,101.48,113.35,1992.0,西,顶楼,毛坯,洋房,40,453.98,477.56,44736.0,22,7.0,139.0
HZ000224,杭州,上城区,保利小区39号,4室2厅,167.18,198.58,2021.0,北,低楼层,简装,公寓,70,935.77,1006.36,55974.0,10,3.0,98.0
HZ000225,杭州,上城区,绿城小区13号,2室2厅,148.75,175.51,2010.0,北,顶楼,,洋房,40,844.08,867.17,56745.0,32,3.0,12.0
HZ000226,杭州,临安区,绿城小区61号,2室2厅,91.49,100.76,1996.0,南北通透,低楼层,精装,洋房,70,139.75,,15275.0,0,3.0,14.0
HZ000227,杭州,滨江区,保利小区45号,2室1厅,174.76,210.66,1992.0,北,低楼层,毛坯,住宅,70,780.1,788.82,44638.0,12,6.0,124.0
HZ000228,杭州,淳安县,万科小区45号,2室2厅,76.77,89.75,1997.0,南,中楼层,豪装,洋房,40,84.92,85.94,11062.0,2,1.0,164.0
HZ000229,杭州,临平区,保利小区92号,3室2厅,184.78,211.27,1996.0,西,中楼层,简装,住宅,40,403.14,410.2,21817.0,32,6.0,165.0
HZ000230,杭州,拱墅区,金地小区61号,1室1厅,,184.88,2005.0,北,顶楼,豪装,住宅,40,741.28,,48380.0,5,1.0,109.0
HZ000231,杭州,西湖区,金地小区52号,2室2厅,188.53,230.34,2010.0,南北通透,顶楼,简装,公寓,40,979.68,1038.19,51964.0,38,0.0,85.0
HZ000232,杭州,上城区,万科小区24号,3室2厅,40.52,48.2,2004.0,南北通透,顶楼,简装,别墅,40,218.38,,53894.0,7,6.0,65.0
HZ000233,杭州,萧山区,保利小区32号,2室2厅,75.3,83.9,2019.0,北,高楼层,毛坯,别墅,40,243.4,250.13,32324.0,18,4.0,128.0
HZ000234,杭州,上城区,金地小区43号,1室1厅,149.12,184.29,2017.0,西南,中楼层,精装,别墅,70,830.09,,55666.0,8,2.0,69.0
HZ000235,杭州,钱塘区,万科小区23号,1室1厅,177.72,195.97,1996.0,南,顶楼,豪装,洋房,40,357.86,,20136.0,34,4.0,129.0
HZ000236,杭州,上城区,金地小区65号,2室2厅,36.55,41.35,2018.0,南,顶楼,简装,洋房,40,210.42,215.0,57570.0,26,3.0,100.0
HZ000237,杭州,桐庐县,保利小区50号,3室2厅,32.0,36.47,2021.0,南北通透,高楼层,精装,住宅,70,36.69,38.27,11466.0,2,3.0,48.0
HZ000238,杭州,上城区,华润小区87号,4室2厅,72.49,83.76,2010.0,东,高楼层,简装,别墅,70,404.97,423.34,55866.0,31,3.0,173.0
HZ000239,杭州,拱墅区,金地小区24号,2室1厅,166.74,192.31,1997.0,西,低楼层,毛坯,住宅,40,801.38,837.26,48062.0,15,2.0,150.0
HZ000240,杭州,拱墅区,华润小区83号,2室2厅,153.21,189.19,,西南,低楼层,毛坯,公寓,40,731.43,788.51,47740.0,19,0.0,89.0
HZ000241,杭州,淳安县,绿城小区42号,3室2厅,85.76,104.58,2019.0,西,高楼层,豪装,公寓,40,94.87,97.27,11062.0,14,3.0,149.0
HZ000242,杭州,余杭区,万科小区65号,1室1厅,32.32,36.53,1992.0,东,低楼层,精装,别墅,70,91.75,97.67,28388.0,23,2.0,140.0
HZ000243,杭州,临平区,万科小区76号,3室2厅,119.64,148.73,2004.0,北,顶楼,简装,住宅,40,257.89,276.77,21555.0,35,3.0,155.0
HZ000244,杭州,萧山区,金地小区97号,2室2厅,69.6,80.34,2017.0,南北通透,中楼层,毛坯,洋房,40,229.91,242.49,33033.0,39,0.0,161.0
HZ000245,杭州,上城区,绿城小区56号,3室2厅,149.81,169.7,2005.0,东,中楼层,豪装,公寓,70,828.61,881.35,55311.0,9,7.0,18.0
HZ000246,杭州,上城区,华润小区18号,3室2厅,102.52,127.32,2018.0,东,中楼层,简装,别墅,40,578.96,608.45,56473.0,35,3.0,36.0
HZ000247,杭州,西湖区,保利小区89号,2室2厅,139.22,165.08,2017.0,西南,低楼层,豪装,洋房,70,732.22,767.89,52594.0,32,6.0,33.0
HZ000248,杭州,拱墅区,保利小区94号,2室2厅,166.66,198.07,1994.0,西南,顶楼,简装,洋房,70,804.7,850.09,48284.0,4,3.0,152.0
HZ000249,杭州,萧山区,万科小区48号,4室2厅,116.65,139.79,2019.0,东,低楼层,豪装,住宅,40,366.93,,31456.0,2,4.0,162.0
HZ000250,杭州,淳安县,金地小区49号,2室2厅,85.08,101.57,2001.0,东,高楼层,精装,住宅,70,98.78,102.52,11610.0,28,4.0,151.0
HZ000251,杭州,临安区,华润小区51号,5室2厅,153.59,183.46,1991.0,西南,顶楼,毛坯,住宅,70,243.01,250.58,15822.0,15,,145.0
HZ000252,杭州,余杭区,华润小区99号,1室1厅,73.9,81.31,,北,低楼层,简装,洋房,70,205.84,216.66,27854.0,28,6.0,86.0
HZ000253,杭州,临平区,保利小区80号,3室2厅,172.86,207.93,2004.0,东南,高楼层,毛坯,公寓,70,380.29,,22000.0,22,3.0,173.0
HZ000254,杭州,滨江区,绿城小区34号,1室1厅,43.29,52.44,2007.0,南,顶楼,豪装,住宅,40,199.43,202.03,46068.0,20,5.0,
HZ000255,杭州,临平区,华润小区95号,5室2厅,164.0,181.06,1994.0,西,低楼层,简装,公寓,40,355.56,361.03,21680.0,30,,120.0
HZ000256,杭州,桐庐县,华润小区96号,2室1厅,46.47,55.47,2022.0,南,中楼层,毛坯,别墅,70,46.56,47.96,10019.0,29,4.0,126.0
HZ000257,杭州,钱塘区,绿城小区88号,2室1厅,40.87,46.58,1992.0,西,顶楼,简装,洋房,40,84.27,86.07,20619.0,11,3.0,57.0
HZ000258,杭州,桐庐县,金地小区48号,2室2厅,89.39,106.75,2018.0,西,高楼层,精装,洋房,70,107.49,110.14,12025.0,23,1.0,164.0
HZ000259,杭州,上城区,华润小区80号,3室2厅,183.13,208.72,2023.0,西,低楼层,,洋房,40,1019.31,1082.62,55660.0,39,3.0,55.0
HZ000260,杭州,余杭区,万科小区48号,2室2厅,187.39,208.83,1997.0,南北通透,顶楼,豪装,公寓,70,527.0,546.52,28123.0,10,,141.0
HZ000261,杭州,钱塘区,保利小区36号,4室2厅,63.93,72.03,2016.0,西南,中楼层,豪装,洋房,40,125.77,127.76,19673.0,38,3.0,108.0
HZ000262,杭州,萧山区,华润小区84号,1室1厅,55.48,68.67,2017.0,西,顶楼,豪装,洋房,40,179.79,182.09,32406.0,11,1.0,156.0
HZ000263,杭州,滨江区,金地小区93号,2室2厅,87.77,102.33,1996.0,西,顶楼,毛坯,公寓,70,396.1,408.19,45129.0,36,1.0,47.0
HZ000264,杭州,拱墅区,保利小区69号,4室2厅,,105.5,1995.0,北,低楼层,精装,别墅,70,410.05,,48094.0,31,0.0,123.0
HZ000265,杭州,余杭区,华润小区66号,1室1厅,152.02,178.26,1995.0,北,顶楼,精装,公寓,40,425.57,432.69,27994.0,3,3.0,134.0
HZ000266,杭州,余杭区,绿城小区75号,2室2厅,102.15,126.13,2011.0,西,高楼层,豪装,别墅,70,275.5,287.79,26970.0,24,1.0,
HZ000267,杭州,桐庐县,华润小区31号,2室2厅,155.22,183.96,2012.0,北,顶楼,精装,住宅,40,177.25,185.83,11419.0,36,6.0,124.0
HZ000268,杭州,上城区,万科小区46号,2室2厅,150.3,173.24,2017.0,东南,顶楼,简装,公寓,70,852.46,870.84,56717.0,16,6.0,96.0
HZ000269,杭州,富阳区,金地小区94号,4室2厅,,139.82,2015.0,西,低楼层,毛坯,公寓,40,230.37,244.88,18673.0,16,0.0,77.0
HZ000270,杭州,淳安县,金地小区52号,5室2厅,163.69,189.17,2022.0,南北通透,低楼层,简装,别墅,40,178.4,,10899.0,18,6.0,138.0
HZ000271,杭州,桐庐县,万科小区40号,1室1厅,62.91,70.87,2013.0,南北通透,高楼层,毛坯,公寓,70,78.07,81.64,12410.0,29,6.0,18.0
HZ000272,杭州,余杭区,保利小区38号,5室2厅,57.57,71.8,2004.0,西,中楼层,精装,洋房,40,151.17,154.31,26258.0,1,0.0,
HZ000273,杭州,建德市,绿城小区28号,5室2厅,150.6,173.54,2000.0,南北通透,中楼层,毛坯,洋房,40,141.68,143.11,9408.0,24,6.0,109.0
HZ000274,杭州,西湖区,万科小区15号,3室2厅,70.68,83.65,2010.0,北,高楼层,精装,住宅,40,349.85,354.21,49498.0,34,1.0,48.0
HZ000275,杭州,滨江区,绿城小区70号,4室2厅,,40.53,2011.0,西,高楼层,精装,公寓,40,139.5,147.62,43002.0,5,2.0,178.0
HZ000276,杭州,淳安县,金地小区19号,4室2厅,176.09,207.41,2024.0,北,中楼层,精装,别墅,40,189.8,192.01,10779.0,20,1.0,33.0
HZ000277,杭州,桐庐县,华润小区63号,4室2厅,130.42,149.54,2001.0,南北通透,高楼层,精装,别墅,40,160.75,162.94,12326.0,23,5.0,95.0
HZ000278,杭州,滨江区,金地小区34号,1室1厅,102.3,121.95,2002.0,东,中楼层,简装,住宅,40,458.95,490.05,44863.0,12,4.0,
HZ000279,杭州,西湖区,华润小区73号,5室2厅,146.67,179.32,2024.0,北,低楼层,豪装,公寓,70,764.28,788.68,52109.0,20,6.0,156.0
HZ000280,杭州,临安区,华润小区41号,2室1厅,84.67,100.97,2013.0,西南,顶楼,精装,洋房,70,124.79,127.88,14738.0,34,7.0,66.0
HZ000281,杭州,西湖区,绿城小区93号,5室2厅,182.68,206.99,1992.0,西南,低楼层,简装,别墅,40,949.13,1000.61,51956.0,24,1.0,23.0
HZ000282,杭州,西湖区,万科小区23号,3室2厅,42.84,48.36,2013.0,西,高楼层,豪装,别墅,70,220.58,225.34,51489.0,0,6.0,70.0
HZ000283,杭州,滨江区,华润小区38号,3室2厅,133.27,160.93,2002.0,北,中楼层,豪装,公寓,40,601.27,643.38,45117.0,29,6.0,40.0
HZ000284,杭州,临平区,绿城小区99号,3室2厅,154.81,190.0,2016.0,东南,低楼层,豪装,洋房,40,324.15,334.58,20939.0,31,1.0,107.0
HZ000285,杭州,滨江区,金地小区69号,2室1厅,106.12,127.86,1999.0,东南,中楼层,豪装,公寓,40,477.52,509.31,44998.0,16,5.0,36.0
HZ000286,杭州,富阳区,万科小区81号,4室2厅,151.29,168.54,2012.0,北,高楼层,简装,别墅,70,271.39,284.17,17938.0,30,3.0,113.0
HZ000287,杭州,上城区,绿城小区25号,2室1厅,178.45,204.92,2001.0,北,低楼层,精装,洋房,40,1009.32,1055.18,56560.0,4,2.0,134.0
HZ000288,杭州,钱塘区,华润小区27号,3室2厅,149.55,179.88,2007.0,东南,低楼层,精装,洋房,40,300.46,312.5,20091.0,4,5.0,130.0
HZ000289,杭州,临平区,华润小区95号,4室2厅,,97.59,2008.0,东南,顶楼,精装,别墅,40,187.47,197.07,23179.0,29,0.0,46.0
HZ000290,杭州,拱墅区,金地小区81号,1室1厅,120.77,141.26,1991.0,东,顶楼,毛坯,公寓,70,574.97,609.74,47609.0,39,4.0,40.0
HZ000291,杭州,钱塘区,金地小区50号,3室2厅,,201.5,1993.0,南,中楼层,简装,住宅,40,347.54,352.64,19743.0,2,2.0,
HZ000292,杭州,上城区,华润小区88号,4室2厅,102.96,114.68,2021.0,南北通透,低楼层,简装,别墅,70,586.65,596.26,56978.0,5,4.0,149.0
HZ000293,杭州,桐庐县,金地小区64号,1室1厅,139.71,154.79,2008.0,西,低楼层,豪装,住宅,40,166.23,172.33,11898.0,10,1.0,151.0
HZ000294,杭州,淳安县,金地小区67号,2室1厅,105.55,117.91,2022.0,东,中楼层,简装,洋房,40,111.26,118.13,10541.0,11,7.0,126.0
HZ000295,杭州,富阳区,绿城小区70号,5室2厅,51.17,58.88,2013.0,西南,顶楼,精装,洋房,70,92.23,94.49,18024.0,34,2.0,36.0
HZ000296,杭州,富阳区,华润小区43号,4室2厅,41.26,49.16,2014.0,北,顶楼,毛坯,住宅,40,75.41,80.92,18277.0,22,3.0,132.0
HZ000297,杭州,拱墅区,绿城小区91号,4室2厅,182.46,223.92,1990.0,东南,中楼层,精装,住宅,70,883.21,910.31,48406.0,3,6.0,148.0
HZ000298,杭州,临平区,保利小区76号,2室1厅,128.78,146.5,2020.0,东,低楼层,豪装,别墅,40,278.5,288.94,21626.0,11,5.0,126.0
HZ000299,杭州,临安区,华润小区90号,1室1厅,48.4,53.79,1993.0,东,高楼层,毛坯,洋房,40,77.05,78.76,15919.0,35,,81.0
HZ000300,杭州,西湖区,绿城小区45号,5室2厅,167.48,208.49,2019.0,南北通透,高楼层,精装,别墅,40,881.41,935.83,52628.0,14,7.0,73.0
HZ000301,杭州,临平区,华润小区19号,2室1厅,,136.65,2001.0,西南,顶楼,简装,公寓,70,258.8,274.3,22585.0,27,0.0,7.0
HZ000302,杭州,淳安县,保利小区40号,3室2厅,153.97,172.65,2000.0,,中楼层,简装,别墅,70,180.22,192.69,11705.0,33,,151.0
HZ000303,杭州,临安区,保利小区52号,2室2厅,52.03,59.19,2009.0,西南,顶楼,毛坯,公寓,40,78.12,80.6,15014.0,26,5.0,145.0
HZ000304,杭州,富阳区,保利小区79号,2室1厅,175.29,203.83,2007.0,西,顶楼,简装,别墅,70,319.15,344.43,18207.0,14,5.0,99.0
HZ000305,杭州,滨江区,万科小区27号,3室2厅,125.3,156.01,2000.0,西南,中楼层,豪装,洋房,40,559.21,600.92,44630.0,26,5.0,
HZ000306,杭州,淳安县,绿城小区39号,4室2厅,148.65,166.13,1991.0,东南,高楼层,简装,住宅,70,178.29,181.68,11994.0,0,7.0,66.0
HZ000307,杭州,上城区,华润小区98号,5室2厅,36.96,43.02,1997.0,,低楼层,简装,别墅,40,212.36,224.37,57457.0,30,,132.0
HZ000308,杭州,拱墅区,绿城小区37号,3室2厅,81.82,95.37,1998.0,东,顶楼,毛坯,住宅,70,394.12,417.77,48169.0,27,0.0,
HZ000309,杭州,上城区,万科小区63号,4室2厅,74.26,92.74,2015.0,东南,高楼层,豪装,洋房,70,415.53,445.45,55956.0,28,,149.0
HZ000310,杭州,淳安县,华润小区52号,2室2厅,182.04,205.51,2022.0,西南,顶楼,简装,公寓,70,187.45,190.0,10297.0,35,4.0,75.0
HZ000311,杭州,萧山区,金地小区69号,2室2厅,61.28,71.71,1996.0,,顶楼,简装,公寓,70,183.07,185.49,29874.0,27,3.0,156.0
HZ000312,杭州,萧山区,华润小区17号,2室1厅,143.71,179.35,2019.0,东南,高楼层,毛坯,洋房,70,453.31,480.83,31543.0,14,4.0,147.0
HZ000313,杭州,桐庐县,绿城小区63号,5室2厅,38.76,46.46,1999.0,南北通透,低楼层,毛坯,洋房,70,43.26,46.51,11161.0,8,3.0,172.0
HZ000314,杭州,临平区,华润小区84号,2室2厅,63.23,71.12,1990.0,西,中楼层,豪装,公寓,70,143.0,144.58,22616.0,37,6.0,140.0
HZ000315,杭州,富阳区,万科小区83号,5室2厅,85.5,106.05,2018.0,西南,顶楼,简装,别墅,70,158.75,,18567.0,7,6.0,52.0
HZ000316,杭州,富阳区,华润小区71号,2室1厅,157.53,186.11,1992.0,南,顶楼,精装,公寓,70,283.55,288.43,18000.0,10,,114.0
HZ000317,杭州,西湖区,万科小区55号,1室1厅,156.82,191.65,2021.0,南北通透,低楼层,,住宅,40,817.4,855.57,52123.0,31,,173.0
HZ000318,杭州,西湖区,保利小区59号,5室2厅,182.51,222.83,2020.0,东南,高楼层,简装,别墅,40,947.97,962.31,51941.0,19,7.0,127.0
HZ000319,杭州,西湖区,华润小区78号,4室2厅,176.85,209.19,1993.0,,低楼层,精装,住宅,70,926.2,945.34,52372.0,12,0.0,27.0
HZ000320,杭州,滨江区,金地小区87号,2室1厅,44.88,54.86,2019.0,南,高楼层,精装,住宅,40,197.58,201.8,44024.0,36,7.0,21.0
HZ000321,杭州,钱塘区,绿城小区72号,5室2厅,163.12,201.08,2005.0,东,中楼层,精装,洋房,70,324.36,342.44,19885.0,10,7.0,68.0
HZ000322,杭州,余杭区,绿城小区44号,5室2厅,103.29,126.21,2008.0,东,中楼层,精装,公寓,70,290.36,296.19,28111.0,1,0.0,11.0
HZ000323,杭州,钱塘区,华润小区72号,2室2厅,168.81,201.67,2011.0,南,顶楼,简装,别墅,70,332.99,337.72,19726.0,19,3.0,171.0
HZ000324,杭州,上城区,万科小区59号,5室2厅,46.11,54.79,2020.0,西南,中楼层,精装,公寓,40,249.27,253.66,54060.0,32,3.0,148.0
HZ000325,杭州,钱塘区,保利小区95号,2室2厅,162.0,189.46,1994.0,,高楼层,毛坯,住宅,40,326.14,341.07,20132.0,9,,102.0
